exchange_token,trading_symbol,company_name,close_price,expiry,strike,tick_size,lot_size,instrument_name,option_type,segment,exchange,fin_instrm_pdct_tp_cd,asset_code
112610,HCLTECH25MAR2120PE,HCLTECH,218.75,27-Mar-2025,2120.0000,0.0500,350,OPTSTK,PE,XX,NFO,,
37153,MIDCPNIFTY25JAN14150CE,MIDCPNIFTY,0,30-Jan-2025,14150.0000,0.0500,50,OPTIDX,CE,XX,NFO,,
149143,SUNPHARMA25MAR2320PE,SUNPHARMA,0,27-Mar-2025,2320.0000,0.0500,350,OPTSTK,PE,XX,NFO,,
122453,PERSISTENT25JAN3800PE,PERSISTENT,0,30-Jan-2025,3800.0000,0.0500,100,OPTSTK,PE,XX,NFO,,
78015,DELHIVERY25JAN255PE,DELHIVERY,0,30-Jan-2025,255.0000,0.0500,1525,OPTSTK,PE,XX,NFO,,
71746,SONACOMS25JAN200CE,SONACOMS,0,30-Jan-2025,200.0000,0.0500,775,OPTSTK,CE,XX,NFO,,
150208,TATASTEEL25JAN147CE,TATASTEEL,0.05,30-Jan-2025,147.0000,0.0500,5500,OPTSTK,CE,XX,NFO,,
39151,BEL25MAR190PE,BEL,0,27-Mar-2025,190.0000,0.0500,2850,OPTSTK,PE,XX,NFO,,
130451,MAXHEALTH25MAR1440CE,MAXHEALTH,0,27-Mar-2025,1440.0000,0.0500,525,OPTSTK,CE,XX,NFO,,
61009,NIFTY26DEC11000CE,NIFTY,0,31-Dec-2026,11000.0000,0.0500,75,OPTIDX,CE,XX,NFO,,
115542,HUDCO25MAR200CE,HUDCO,46.05,27-Mar-2025,200.0000,0.0500,2425,OPTSTK,CE,XX,NFO,,
66343,DRREDDY25FEB930CE,DRREDDY,0,27-Feb-2025,930.0000,0.0500,625,OPTSTK,CE,XX,NFO,,
71063,CDSL25JAN1360CE,CDSL,2.25,30-Jan-2025,1360.0000,0.0500,350,OPTSTK,CE,XX,NFO,,
92726,CGPOWER25MAR400PE,CGPOWER,0,27-Mar-2025,400.0000,0.0500,725,OPTSTK,PE,XX,NFO,,
109302,GODREJCP25MAR780PE,GODREJCP,0,27-Mar-2025,780.0000,0.0500,500,OPTSTK,PE,XX,NFO,,
121323,PAYTM25FEB1120CE,PAYTM,71.9,27-Feb-2025,1120.0000,0.0500,650,OPTSTK,CE,XX,NFO,,
138604,PEL25FEB1260CE,PEL,0,27-Feb-2025,1260.0000,0.0500,750,OPTSTK,CE,XX,NFO,,
48657,DIXON25MAR8000PE,DIXON,0,27-Mar-2025,8000.0000,0.0500,50,OPTSTK,PE,XX,NFO,,
98711,JSL25JAN750CE,JSL,0.15,30-Jan-2025,750.0000,0.0500,775,OPTSTK,CE,XX,NFO,,
98984,CROMPTON25FEB395CE,CROMPTON,5.3,27-Feb-2025,395.0000,0.0500,1800,OPTSTK,CE,XX,NFO,,
69254,ATUL25FEB4300PE,ATUL,0,27-Feb-2025,4300.0000,0.0500,100,OPTSTK,PE,XX,NFO,,
55857,ADANIGREEN25MAR400CE,ADANIGREEN,0,27-Mar-2025,400.0000,0.0500,375,OPTSTK,CE,XX,NFO,,
49044,MRF25MAR109000PE,MRF,490.2,27-Mar-2025,109000.0000,0.0500,5,OPTSTK,PE,XX,NFO,,
125442,KPITTECH25MAR1120CE,KPITTECH,370,27-Mar-2025,1120.0000,0.0500,400,OPTSTK,CE,XX,NFO,,
124317,JSWSTEEL25MAR660PE,JSWSTEEL,0,27-Mar-2025,660.0000,0.0500,675,OPTSTK,PE,XX,NFO,,
59732,ADANIENT25JAN3060CE,ADANIENT,0,30-Jan-2025,3060.0000,0.0500,300,OPTSTK,CE,XX,NFO,,
45527,NIFTYNXT5025JAN65800PE,NIFTYNXT50,1218.95,30-Jan-2025,65800.0000,0.0500,10,OPTIDX,PE,XX,NFO,,
102287,DELHIVERY25FEB275CE,DELHIVERY,80.8,27-Feb-2025,275.0000,0.0500,1525,OPTSTK,CE,XX,NFO,,
39915,BSE25MAR2800CE,BSE,0,27-Mar-2025,2800.0000,0.0500,125,OPTSTK,CE,XX,NFO,,
48211,ADANIENT25FEB1660CE,ADANIENT,0,27-Feb-2025,1660.0000,0.0500,300,OPTSTK,CE,XX,NFO,,
113092,HDFCBANK25MAR1360PE,HDFCBANK,0.65,27-Mar-2025,1360.0000,0.0500,550,OPTSTK,PE,XX,NFO,,
107569,EXIDEIND25MAR510CE,EXIDEIND,0,27-Mar-2025,510.0000,0.0500,1800,OPTSTK,CE,XX,NFO,,
40694,ALKEM25FEB7400CE,ALKEM,0,27-Feb-2025,7400.0000,0.0500,100,OPTSTK,CE,XX,NFO,,
39146,NIFTYNXT5025FEB79000PE,NIFTYNXT50,7858.45,27-Feb-2025,79000.0000,0.0500,25,OPTIDX,PE,XX,NFO,,
147600,RELIANCE25FEB1070CE,RELIANCE,0,27-Feb-2025,1070.0000,0.0500,500,OPTSTK,CE,XX,NFO,,
145000,UNIONBANK25FEB84CE,UNIONBANK,39.65,27-Feb-2025,84.0000,0.0500,4425,OPTSTK,CE,XX,NFO,,
59968,POWERGRID25FEB185CE,POWERGRID,0,27-Feb-2025,185.0000,0.0500,1800,OPTSTK,CE,XX,NFO,,
43815,JIOFIN25FEB195PE,JIOFIN,0,27-Feb-2025,195.0000,0.0500,1650,OPTSTK,PE,XX,NFO,,
80241,DRREDDY25FEB1380PE,DRREDDY,174,27-Feb-2025,1380.0000,0.0500,625,OPTSTK,PE,XX,NFO,,
85613,HDFCBANK25FEB1660CE,HDFCBANK,54.4,27-Feb-2025,1660.0000,0.0500,550,OPTSTK,CE,XX,NFO,,
102576,DELHIVERY25MAR440CE,DELHIVERY,0,27-Mar-2025,440.0000,0.0500,1525,OPTSTK,CE,XX,NFO,,
78912,DLF25FEB580PE,DLF,2.25,27-Feb-2025,580.0000,0.0500,825,OPTSTK,PE,XX,NFO,,
84984,BATAINDIA25FEB1980CE,BATAINDIA,0,27-Feb-2025,1980.0000,0.0500,375,OPTSTK,CE,XX,NFO,,
145055,UNIONBANK25FEB138PE,UNIONBANK,20.05,27-Feb-2025,138.0000,0.0500,4425,OPTSTK,PE,XX,NFO,,
150092,TATAPOWER25MAR440CE,TATAPOWER,20.6,27-Mar-2025,440.0000,0.0500,1350,OPTSTK,CE,XX,NFO,,
97420,HEROMOTOCO25JAN5000CE,HEROMOTOCO,0.25,30-Jan-2025,5000.0000,0.0500,150,OPTSTK,CE,XX,NFO,,
51464,NIFTY2521327350PE,NIFTY,0,13-Feb-2025,27350.0000,0.0500,75,OPTIDX,PE,XX,NFO,,
36865,COROMANDEL25JAN1040PE,COROMANDEL,0,30-Jan-2025,1040.0000,0.0500,350,OPTSTK,PE,XX,NFO,,
108970,GODREJCP25JAN990CE,GODREJCP,163,30-Jan-2025,990.0000,0.0500,500,OPTSTK,CE,XX,NFO,,
65466,ABFRL25MAR180CE,ABFRL,0,27-Mar-2025,180.0000,0.0500,2600,OPTSTK,CE,XX,NFO,,
72654,CGPOWER25FEB700CE,CGPOWER,4.35,27-Feb-2025,700.0000,0.0500,725,OPTSTK,CE,XX,NFO,,
150083,TATAPOWER25MAR390PE,TATAPOWER,21.25,27-Mar-2025,390.0000,0.0500,1350,OPTSTK,PE,XX,NFO,,
90178,DIXON25JAN19000PE,DIXON,4409.4,30-Jan-2025,19000.0000,0.0500,50,OPTSTK,PE,XX,NFO,,
143983,TITAN25FEB4800PE,TITAN,0,27-Feb-2025,4800.0000,0.0500,175,OPTSTK,PE,XX,NFO,,
89213,ICICIGI25JAN1620CE,ICICIGI,279.5,30-Jan-2025,1620.0000,0.0500,250,OPTSTK,CE,XX,NFO,,
98498,COROMANDEL25FEB2260PE,COROMANDEL,0,27-Feb-2025,2260.0000,0.0500,350,OPTSTK,PE,XX,NFO,,
137614,ONGC25MAR265CE,ONGC,11.45,27-Mar-2025,265.0000,0.0500,1925,OPTSTK,CE,XX,NFO,,
56303,UPL25FEB340CE,UPL,0,27-Feb-2025,340.0000,0.0500,1355,OPTSTK,CE,XX,NFO,,
91429,EICHERMOT25JAN5300CE,EICHERMOT,3.95,30-Jan-2025,5300.0000,0.0500,175,OPTSTK,CE,XX,NFO,,
153078,ZYDUSLIFE25FEB810CE,ZYDUSLIFE,0,27-Feb-2025,810.0000,0.0500,900,OPTSTK,CE,XX,NFO,,
135022,NHPC25MAR92CE,NHPC,4.5,27-Mar-2025,92.0000,0.0500,6400,OPTSTK,CE,XX,NFO,,
120324,NTPC25JAN460CE,NTPC,0,30-Jan-2025,460.0000,0.0500,1500,OPTSTK,CE,XX,NFO,,
87800,HINDUNILVR25JAN3400CE,HINDUNILVR,0,30-Jan-2025,3400.0000,0.0500,300,OPTSTK,CE,XX,NFO,,
45745,CHOLAFIN25MAR1760CE,CHOLAFIN,0,27-Mar-2025,1760.0000,0.0500,625,OPTSTK,CE,XX,NFO,,
74452,CONCOR25JAN730CE,CONCOR,14.7,30-Jan-2025,730.0000,0.0500,1000,OPTSTK,CE,XX,NFO,,
93200,GMRAIRPORT25JAN98CE,GMRAIRPORT,0,30-Jan-2025,98.0000,0.0500,5625,OPTSTK,CE,XX,NFO,,
51121,NIFTY25MAR23350PE,NIFTY,645.2,27-Mar-2025,23350.0000,0.0500,75,OPTIDX,PE,XX,NFO,,
55401,NIFTYNXT5025MAR49700CE,NIFTYNXT50,0,27-Mar-2025,49700.0000,0.0500,25,OPTIDX,CE,XX,NFO,,
138991,SUNPHARMA25JAN1600PE,SUNPHARMA,1.3,30-Jan-2025,1600.0000,0.0500,350,OPTSTK,PE,XX,NFO,,
127184,RAMCOCEM25JAN780CE,RAMCOCEM,131.85,30-Jan-2025,780.0000,0.0500,850,OPTSTK,CE,XX,NFO,,
45775,COROMANDEL25JAN2800CE,COROMANDEL,0,30-Jan-2025,2800.0000,0.0500,350,OPTSTK,CE,XX,NFO,,
56976,GAIL25MAR80CE,GAIL,0,27-Mar-2025,80.0000,0.0500,2350,OPTSTK,CE,XX,NFO,,
49477,MIDCPNIFTY25MAR10625PE,MIDCPNIFTY,0,27-Mar-2025,10625.0000,0.0500,120,OPTIDX,PE,XX,NFO,,
67958,BOSCHLTD25FEB35000PE,BOSCHLTD,1891.35,27-Feb-2025,35000.0000,0.0500,25,OPTSTK,PE,XX,NFO,,
46301,INDUSINDBK25MAR1300PE,INDUSINDBK,0,27-Mar-2025,1300.0000,0.0500,500,OPTSTK,PE,XX,NFO,,
72153,APOLLOHOSP25JAN9400CE,APOLLOHOSP,0,30-Jan-2025,9400.0000,0.0500,125,OPTSTK,CE,XX,NFO,,
51854,NIFTY25FEB20450PE,NIFTY,0,27-Feb-2025,20450.0000,0.0500,75,OPTIDX,PE,XX,NFO,,
75366,CUB25JAN142.5CE,CUB,0,30-Jan-2025,142.5000,0.0500,5000,OPTSTK,CE,XX,NFO,,
151493,TVSMOTOR25FEB2440PE,TVSMOTOR,111.85,27-Feb-2025,2440.0000,0.0500,350,OPTSTK,PE,XX,NFO,,
137824,SUNTV25FEB480PE,SUNTV,0,27-Feb-2025,480.0000,0.0500,750,OPTSTK,PE,XX,NFO,,
100077,JSWSTEEL25FEB480CE,JSWSTEEL,0,27-Feb-2025,480.0000,0.0500,675,OPTSTK,CE,XX,NFO,,
125254,POONAWALLA25JAN340CE,POONAWALLA,0.25,30-Jan-2025,340.0000,0.0500,1450,OPTSTK,CE,XX,NFO,,
147628,RELIANCE25FEB1350CE,RELIANCE,7.55,27-Feb-2025,1350.0000,0.0500,500,OPTSTK,CE,XX,NFO,,
147293,RAMCOCEM25FEB1340PE,RAMCOCEM,0,27-Feb-2025,1340.0000,0.0500,850,OPTSTK,PE,XX,NFO,,
109120,MARICO25JAN900PE,MARICO,0,30-Jan-2025,900.0000,0.0500,1200,OPTSTK,PE,XX,NFO,,
125395,PIIND25JAN2800PE,PIIND,0.1,30-Jan-2025,2800.0000,0.0500,125,OPTSTK,PE,XX,NFO,,
42999,FINNIFTY25JAN17900CE,FINNIFTY,0,30-Jan-2025,17900.0000,0.0500,25,OPTIDX,CE,XX,NFO,,
152916,ZOMATO25FEB255CE,ZOMATO,1.55,27-Feb-2025,255.0000,0.0500,2000,OPTSTK,CE,XX,NFO,,
72065,APOLLOHOSP25JAN6200PE,APOLLOHOSP,1.55,30-Jan-2025,6200.0000,0.0500,125,OPTSTK,PE,XX,NFO,,
110741,MAXHEALTH25JAN1280PE,MAXHEALTH,81.6,30-Jan-2025,1280.0000,0.0500,525,OPTSTK,PE,XX,NFO,,
147252,RAMCOCEM25FEB910CE,RAMCOCEM,37.75,27-Feb-2025,910.0000,0.0500,850,OPTSTK,CE,XX,NFO,,
67870,ADANIPORTS25FEB680CE,ADANIPORTS,0,27-Feb-2025,680.0000,0.0500,400,OPTSTK,CE,XX,NFO,,
60767,TIINDIA25JAN2350PE,TIINDIA,0,30-Jan-2025,2350.0000,0.0500,150,OPTSTK,PE,XX,NFO,,
39413,COFORGE25JAN10600PE,COFORGE,2389.7,30-Jan-2025,10600.0000,0.0500,75,OPTSTK,PE,XX,NFO,,
128803,M&MFIN25FEB205CE,M&MFIN,0,27-Feb-2025,205.0000,0.0500,2000,OPTSTK,CE,XX,NFO,,
95858,HCLTECH25JAN1560PE,HCLTECH,0.1,30-Jan-2025,1560.0000,0.0500,350,OPTSTK,PE,XX,NFO,,
62267,AUBANK25FEB765PE,AUBANK,0,27-Feb-2025,765.0000,0.0500,1000,OPTSTK,PE,XX,NFO,,
78106,DELHIVERY25JAN300PE,DELHIVERY,0.75,30-Jan-2025,300.0000,0.0500,1525,OPTSTK,PE,XX,NFO,,
90487,DLF25JAN840CE,DLF,0.15,30-Jan-2025,840.0000,0.0500,825,OPTSTK,CE,XX,NFO,,
112116,MGL25FEB1840PE,MGL,0,27-Feb-2025,1840.0000,0.0500,400,OPTSTK,PE,XX,NFO,,
128719,M&M25MAR2400CE,M&M,640.15,27-Mar-2025,2400.0000,0.0500,175,OPTSTK,CE,XX,NFO,,
71827,WIPRO25JAN195PE,WIPRO,0,30-Jan-2025,195.0000,0.0500,3000,OPTSTK,PE,XX,NFO,,
36990,CYIENT25FEB1220PE,CYIENT,0.45,27-Feb-2025,1220.0000,0.0500,300,OPTSTK,PE,XX,NFO,,
119710,NESTLEIND25JAN2080CE,NESTLEIND,60.6,30-Jan-2025,2080.0000,0.0500,200,OPTSTK,CE,XX,NFO,,
122623,ITC25MAR460PE,ITC,10.45,27-Mar-2025,460.0000,0.0500,1600,OPTSTK,PE,XX,NFO,,
106508,ESCORTS25FEB3850PE,ESCORTS,672.9,27-Feb-2025,3850.0000,0.0500,150,OPTSTK,PE,XX,NFO,,
39100,NIFTYNXT5025MAR94000CE,NIFTYNXT50,0,27-Mar-2025,94000.0000,0.0500,25,OPTIDX,CE,XX,NFO,,
64099,NIFTYNXT5025JAN77200CE,NIFTYNXT50,1215.15,30-Jan-2025,77200.0000,0.0500,10,OPTIDX,CE,XX,NFO,,
47101,INDHOTEL25JAN940CE,INDHOTEL,0.05,30-Jan-2025,940.0000,0.0500,1000,OPTSTK,CE,XX,NFO,,
49601,PETRONET25JAN410CE,PETRONET,0,30-Jan-2025,410.0000,0.0500,1500,OPTSTK,CE,XX,NFO,,
124283,PIDILITIND25JAN2160CE,PIDILITIND,0,30-Jan-2025,2160.0000,0.0500,250,OPTSTK,CE,XX,NFO,,
130544,MCX25FEB5300CE,MCX,1214.75,27-Feb-2025,5300.0000,0.0500,100,OPTSTK,CE,XX,NFO,,
56934,DMART25FEB2450CE,DMART,0,27-Feb-2025,2450.0000,0.0500,150,OPTSTK,CE,XX,NFO,,
149418,TATACHEM25FEB740CE,TATACHEM,0,27-Feb-2025,740.0000,0.0500,550,OPTSTK,CE,XX,NFO,,
124326,JSWSTEEL25MAR760CE,JSWSTEEL,174.4,27-Mar-2025,760.0000,0.0500,675,OPTSTK,CE,XX,NFO,,
51908,DLF25JAN510PE,DLF,0,30-Jan-2025,510.0000,0.0500,825,OPTSTK,PE,XX,NFO,,
102157,DEEPAKNTR25MAR2800PE,DEEPAKNTR,300.5,27-Mar-2025,2800.0000,0.0500,300,OPTSTK,PE,XX,NFO,,
67097,BHARTIARTL25JAN920PE,BHARTIARTL,0,30-Jan-2025,920.0000,0.0500,475,OPTSTK,PE,XX,NFO,,
71470,IPCALAB25FEB940PE,IPCALAB,0,27-Feb-2025,940.0000,0.0500,650,OPTSTK,PE,XX,NFO,,
142461,TATACOMM25FEB1600PE,TATACOMM,73.25,27-Feb-2025,1600.0000,0.0500,250,OPTSTK,PE,XX,NFO,,
118340,INDIAMART25JAN1540PE,INDIAMART,0,30-Jan-2025,1540.0000,0.0500,300,OPTSTK,PE,XX,NFO,,
57622,NIFTY25FEB24500PE,NIFTY,1440.35,27-Feb-2025,24500.0000,0.0500,75,OPTIDX,PE,XX,NFO,,
52855,ABFRL25JAN190PE,ABFRL,0,30-Jan-2025,190.0000,0.0500,2600,OPTSTK,PE,XX,NFO,,
49805,BANDHANBNK25FEB102.5PE,BANDHANBNK,0,27-Feb-2025,102.5000,0.0500,2800,OPTSTK,PE,XX,NFO,,
83446,CANFINHOME25JAN580PE,CANFINHOME,0.2,30-Jan-2025,580.0000,0.0500,975,OPTSTK,PE,XX,NFO,,
55991,APLAPOLLO25MAR1000CE,APLAPOLLO,0,27-Mar-2025,1000.0000,0.0500,350,OPTSTK,CE,XX,NFO,,
97696,COLPAL25MAR3920PE,COLPAL,0,27-Mar-2025,3920.0000,0.0500,175,OPTSTK,PE,XX,NFO,,
112338,HCLTECH25FEB2020CE,HCLTECH,2,27-Feb-2025,2020.0000,0.0500,350,OPTSTK,CE,XX,NFO,,
150437,TATASTEEL25FEB198PE,TATASTEEL,0,27-Feb-2025,198.0000,0.0500,5500,OPTSTK,PE,XX,NFO,,
36545,MIDCPNIFTY25JAN12600CE,MIDCPNIFTY,0.95,30-Jan-2025,12600.0000,0.0500,50,OPTIDX,CE,XX,NFO,,
149294,SYNGENE25FEB590CE,SYNGENE,0,27-Feb-2025,590.0000,0.0500,1000,OPTSTK,CE,XX,NFO,,
86008,HDFCLIFE25FEB880CE,HDFCLIFE,0,27-Feb-2025,880.0000,0.0500,1100,OPTSTK,CE,XX,NFO,,
54448,NIFTYNXT5025JAN68800CE,NIFTYNXT50,1750,30-Jan-2025,68800.0000,0.0500,10,OPTIDX,CE,XX,NFO,,
39546,BANKNIFTY25JAN51500PE,BANKNIFTY,2657.4,30-Jan-2025,51500.0000,0.0500,15,OPTIDX,PE,XX,NFO,,
93164,GMRAIRPORT25JAN62PE,GMRAIRPORT,0.05,30-Jan-2025,62.0000,0.0500,5625,OPTSTK,PE,XX,NFO,,
97397,JIOFIN25JAN420CE,JIOFIN,0,30-Jan-2025,420.0000,0.0500,1650,OPTSTK,CE,XX,NFO,,
74821,ASHOKLEY25FEB177.5PE,ASHOKLEY,0.75,27-Feb-2025,177.5000,0.0500,2500,OPTSTK,PE,XX,NFO,,
145596,VEDL25FEB360CE,VEDL,103.1,27-Feb-2025,360.0000,0.0500,1150,OPTSTK,CE,XX,NFO,,
67851,ADANIGREEN25MAR1240CE,ADANIGREEN,97.45,27-Mar-2025,1240.0000,0.0500,375,OPTSTK,CE,XX,NFO,,
121116,PAYTM25JAN640CE,PAYTM,304.9,30-Jan-2025,640.0000,0.0500,650,OPTSTK,CE,XX,NFO,,
44044,MIDCPNIFTY25FEB12475PE,MIDCPNIFTY,387.2,27-Feb-2025,12475.0000,0.0500,120,OPTIDX,PE,XX,NFO,,
86728,BHARTIARTL25MAR1600PE,BHARTIARTL,71.35,27-Mar-2025,1600.0000,0.0500,475,OPTSTK,PE,XX,NFO,,
107867,LUPIN25FEB2960CE,LUPIN,0,27-Feb-2025,2960.0000,0.0500,425,OPTSTK,CE,XX,NFO,,
118498,NYKAA25FEB120CE,NYKAA,0,27-Feb-2025,120.0000,0.0500,2950,OPTSTK,CE,XX,NFO,,
136816,OIL25MAR480CE,OIL,28.5,27-Mar-2025,480.0000,0.0500,1075,OPTSTK,CE,XX,NFO,,
60201,SAIL25MAR55PE,SAIL,0,27-Mar-2025,55.0000,0.0500,4000,OPTSTK,PE,XX,NFO,,
101859,INDIGO25JAN6200PE,INDIGO,0,30-Jan-2025,6200.0000,0.0500,150,OPTSTK,PE,XX,NFO,,
128369,RELIANCE25FEB920CE,RELIANCE,0,27-Feb-2025,920.0000,0.0500,500,OPTSTK,CE,XX,NFO,,
45999,BANKNIFTY25JUN37500CE,BANKNIFTY,0,26-Jun-2025,37500.0000,0.0500,30,OPTIDX,CE,XX,NFO,,
46918,NIFTY25MAR21800CE,NIFTY,2431.4,27-Mar-2025,21800.0000,0.0500,75,OPTIDX,CE,XX,NFO,,
51022,NIFTY2521320400PE,NIFTY,0,13-Feb-2025,20400.0000,0.0500,75,OPTIDX,PE,XX,NFO,,
122009,IRCTC25MAR600PE,IRCTC,0,27-Mar-2025,600.0000,0.0500,875,OPTSTK,PE,XX,NFO,,
147059,POWERGRID25MAR400PE,POWERGRID,0,27-Mar-2025,400.0000,0.0500,1800,OPTSTK,PE,XX,NFO,,
66484,BEL25FEB220PE,BEL,2.2,27-Feb-2025,220.0000,0.0500,2850,OPTSTK,PE,XX,NFO,,
101745,DALBHARAT25FEB2220CE,DALBHARAT,0,27-Feb-2025,2220.0000,0.0500,275,OPTSTK,CE,XX,NFO,,
40876,PIDILITIND25FEBFUT,PIDILITIND,2879.6,27-Feb-2025,-0.0100,0.0500,250,FUTSTK,XX,XX,NFO,,
70386,CANFINHOME25JAN400PE,CANFINHOME,0,30-Jan-2025,400.0000,0.0500,975,OPTSTK,PE,XX,NFO,,
101727,DALBHARAT25FEB1900CE,DALBHARAT,25.95,27-Feb-2025,1900.0000,0.0500,275,OPTSTK,CE,XX,NFO,,
127787,LTTS25FEB4950CE,LTTS,169.1,27-Feb-2025,4950.0000,0.0500,100,OPTSTK,CE,XX,NFO,,
132651,SIEMENS25JAN8300CE,SIEMENS,2.05,30-Jan-2025,8300.0000,0.0500,75,OPTSTK,CE,XX,NFO,,
69007,NIFTY2530627750PE,NIFTY,0,06-Mar-2025,27750.0000,0.0500,75,OPTIDX,PE,XX,NFO,,
89707,ICICIPRULI25JAN530CE,ICICIPRULI,169.05,30-Jan-2025,530.0000,0.0500,750,OPTSTK,CE,XX,NFO,,
145611,VEDL25FEB500PE,VEDL,73.15,27-Feb-2025,500.0000,0.0500,1150,OPTSTK,PE,XX,NFO,,
51090,NIFTY2521321450PE,NIFTY,22.05,13-Feb-2025,21450.0000,0.0500,75,OPTIDX,PE,XX,NFO,,
134680,NESTLEIND25MAR3040CE,NESTLEIND,0,27-Mar-2025,3040.0000,0.0500,200,OPTSTK,CE,XX,NFO,,
41008,HINDCOPPER25JANFUT,HINDCOPPER,228.47,30-Jan-2025,-0.0100,0.0100,2650,FUTSTK,XX,XX,NFO,,
101024,DABUR25FEB290CE,DABUR,0,27-Feb-2025,290.0000,0.0500,1250,OPTSTK,CE,XX,NFO,,
40413,ABBOTINDIA25FEB40000PE,ABBOTINDIA,0,27-Feb-2025,40000.0000,0.0500,20,OPTSTK,PE,XX,NFO,,
102429,DELHIVERY25FEB510CE,DELHIVERY,0,27-Feb-2025,510.0000,0.0500,1525,OPTSTK,CE,XX,NFO,,
35876,MIDCPNIFTY25JAN10925CE,MIDCPNIFTY,0,30-Jan-2025,10925.0000,0.0500,50,OPTIDX,CE,XX,NFO,,
121200,OFSS25JAN13500PE,OFSS,4300,30-Jan-2025,13500.0000,0.0500,50,OPTSTK,PE,XX,NFO,,
70288,CANBK25FEB64CE,CANBK,0,27-Feb-2025,64.0000,0.0500,6750,OPTSTK,CE,XX,NFO,,
53377,HUDCO25MAR130CE,HUDCO,0,27-Mar-2025,130.0000,0.0500,2425,OPTSTK,CE,XX,NFO,,
54870,NIFTY25JAN18050CE,NIFTY,0,30-Jan-2025,18050.0000,0.0500,25,OPTIDX,CE,XX,NFO,,
67123,BHARTIARTL25JAN1340CE,BHARTIARTL,0,30-Jan-2025,1340.0000,0.0500,475,OPTSTK,CE,XX,NFO,,
109020,MARICO25JAN490CE,MARICO,0,30-Jan-2025,490.0000,0.0500,1200,OPTSTK,CE,XX,NFO,,
94026,CHOLAFIN25MAR1600PE,CHOLAFIN,0,27-Mar-2025,1600.0000,0.0500,625,OPTSTK,PE,XX,NFO,,
63726,ABBOTINDIA25FEB25750PE,ABBOTINDIA,198.15,27-Feb-2025,25750.0000,0.0500,20,OPTSTK,PE,XX,NFO,,
48096,NIFTYNXT5025JAN53400CE,NIFTYNXT50,0,30-Jan-2025,53400.0000,0.0500,10,OPTIDX,CE,XX,NFO,,
53115,DALBHARAT25JAN880CE,DALBHARAT,0,30-Jan-2025,880.0000,0.0500,275,OPTSTK,CE,XX,NFO,,
135780,SHREECEM25JAN29500CE,SHREECEM,0.25,30-Jan-2025,29500.0000,0.0500,25,OPTSTK,CE,XX,NFO,,
65957,ACC25FEB2700PE,ACC,0,27-Feb-2025,2700.0000,0.0500,300,OPTSTK,PE,XX,NFO,,
138585,PEL25FEB860PE,PEL,14.3,27-Feb-2025,860.0000,0.0500,750,OPTSTK,PE,XX,NFO,,
57039,GODREJPROP25FEB1100PE,GODREJPROP,0,27-Feb-2025,1100.0000,0.0500,225,OPTSTK,PE,XX,NFO,,
41099,NMDC25FEB53PE,NMDC,0.3,27-Feb-2025,53.0000,0.0500,13500,OPTSTK,PE,XX,NFO,,
101305,DABUR25MAR640CE,DABUR,0,27-Mar-2025,640.0000,0.0500,1250,OPTSTK,CE,XX,NFO,,
147853,SBICARD25FEB490PE,SBICARD,0,27-Feb-2025,490.0000,0.0500,800,OPTSTK,PE,XX,NFO,,
92581,INDUSINDBK25FEB1000CE,INDUSINDBK,23.85,27-Feb-2025,1000.0000,0.0500,500,OPTSTK,CE,XX,NFO,,
59393,PIDILITIND25JAN1360PE,PIDILITIND,0,30-Jan-2025,1360.0000,0.0500,250,OPTSTK,PE,XX,NFO,,
40210,GAIL25MAR135CE,GAIL,0,27-Mar-2025,135.0000,0.0500,2350,OPTSTK,CE,XX,NFO,,
148156,SBIN25FEB610CE,SBIN,0,27-Feb-2025,610.0000,0.0500,750,OPTSTK,CE,XX,NFO,,
86100,HEROMOTOCO25JAN6300CE,HEROMOTOCO,0,30-Jan-2025,6300.0000,0.0500,150,OPTSTK,CE,XX,NFO,,
99843,JSWSTEEL25JAN1030PE,JSWSTEEL,89.85,30-Jan-2025,1030.0000,0.0500,675,OPTSTK,PE,XX,NFO,,
108798,LTTS25JAN3300CE,LTTS,0,30-Jan-2025,3300.0000,0.0500,100,OPTSTK,CE,XX,NFO,,
135925,SRF25JAN2580CE,SRF,59.2,30-Jan-2025,2580.0000,0.0500,375,OPTSTK,CE,XX,NFO,,
46543,LICHSGFIN25FEB790PE,LICHSGFIN,0,27-Feb-2025,790.0000,0.0500,1000,OPTSTK,PE,XX,NFO,,
147550,RECLTD25MAR580CE,RECLTD,37.5,27-Mar-2025,580.0000,0.0500,1000,OPTSTK,CE,XX,NFO,,
44541,FINNIFTY25JAN26200PE,FINNIFTY,3480,30-Jan-2025,26200.0000,0.0500,25,OPTIDX,PE,XX,NFO,,
71388,GLENMARK25MAR640PE,GLENMARK,0,27-Mar-2025,640.0000,0.0500,325,OPTSTK,PE,XX,NFO,,
107158,LTTS25JAN4950PE,LTTS,6.5,30-Jan-2025,4950.0000,0.0500,100,OPTSTK,PE,XX,NFO,,
83501,GRANULES25JAN530PE,GRANULES,16.55,30-Jan-2025,530.0000,0.0500,1000,OPTSTK,PE,XX,NFO,,
67848,ADANIGREEN25MAR1200CE,ADANIGREEN,109.45,27-Mar-2025,1200.0000,0.0500,375,OPTSTK,CE,XX,NFO,,
